"campaign_id","date","channel","campaign_type","device_type","os","country","impressions","clicks","conversions","spend_usd","revenue_usd"
"GOOGLE_CAMP_024","2025-06-27","Google","acquisition","Mobile","Android","Germany","2597","98","23","8350.67","9185.74"
"GOOGLE_CAMP_047","2025-07-11","Google","acquisition","Mobile","Android","Brazil","2211","61","6","427.71","470.48"
"GOOGLE_CAMP_037","2025-06-19","Google","acquisition","Mobile","Android","Brazil","20000","162","22","366.27","402.9"
"GOOGLE_CAMP_005","2025-06-20","Google","acquisition","Mobile","Android","Japan","8279","386","58","2282.77","2511.05"
"GOOGLE_CAMP_012","2025-06-21","Google","acquisition","Mobile","iOS","India","3606","65","16","2161.6","2377.76"
"GOOGLE_CAMP_050","2025-06-15","Google","acquisition","Mobile","iOS","Canada","5984","267","18","6195.35","6814.89"
"GOOGLE_CAMP_005","2025-07-10","Google","acquisition","Mobile","Android","Canada","7737","335","47","2156.56","2372.22"
"GOOGLE_CAMP_006","2025-06-27","Google","acquisition","Mobile","Android","USA","13634","489","14","1360.59","1496.65"
"META_CAMP_007","2025-06-29","Meta","acquisition","Mobile","Android","Canada","1664","43","6","9579.22","9100.26"
"GOOGLE_CAMP_011","2025-07-04","Google","acquisition","Desktop","Desktop","Canada","1256","34","5","1222.09","1344.3"
"GOOGLE_CAMP_048","2025-06-30","Google","acquisition","Mobile","iOS","India","10363","315","47","1920.67","2112.74"
"TABOOLA_CAMP_016","2025-07-05","Taboola","acquisition","Mobile","iOS","UK","2921","108","21","1781.63","1068.98"
"META_CAMP_035","2025-07-06","Meta","acquisition","Desktop","Desktop","Japan","1480","47","8","9859.45","9366.48"
"GOOGLE_CAMP_031","2025-06-14","Google","acquisition","Mobile","Android","Germany","1000","17","3","14857.69","16343.46"
"META_CAMP_012","2025-06-14","Meta","acquisition","Mobile","Android","Canada","19500","293","56","2605.92","2475.62"
"GOOGLE_CAMP_014","2025-07-11","Google","acquisition","Desktop","Desktop","Germany","1059","30","5","1457.51","1603.26"
"GOOGLE_CAMP_034","2025-07-04","Google","acquisition","Mobile","Android","India","1218","43","11","2071.42","2278.56"
"GOOGLE_CAMP_012","2025-07-02","Google","acquisition","Mobile","iOS","USA","7577","215","35","419.6","461.56"
"GOOGLE_CAMP_009","2025-07-09","Google","acquisition","Mobile","Android","Japan","1181","45","1","9504.74","10455.21"
"GOOGLE_CAMP_013","2025-07-08","Google","acquisition","Mobile","iOS","Canada","19237","774","193","8331.56","9164.72"
"META_CAMP_039","2025-06-22","Meta","acquisition","Mobile","Android","Japan","12988","542","78","3344.5","3177.27"
"GOOGLE_CAMP_047","2025-06-15","Google","acquisition","Desktop","Desktop","Canada","7071","255","64","3320.44","3652.48"
"META_CAMP_004","2025-06-27","Meta","acquisition","Desktop","Desktop","Canada","11767","519","40","8738.67","8301.74"
"GOOGLE_CAMP_035","2025-07-09","Google","acquisition","Desktop","Desktop","Brazil","7845","350","50","11205.01","12325.51"
"GOOGLE_CAMP_039","2025-06-20","Google","acquisition","Mobile","Android","India","3650","56","6","7492.34","8241.57"
"META_CAMP_038","2025-06-23","Meta","acquisition","Mobile","Android","Japan","20000","173","18","739.35","702.38"
"GOOGLE_CAMP_040","2025-07-09","Google","acquisition","Desktop","Desktop","India","3165","68","15","5168.23","5685.05"
"TIKTOK_CAMP_003","2025-07-08","TikTok","acquisition","Mobile","Android","Germany","1000","11","1","1735.73","2325.88"
"GOOGLE_CAMP_015","2025-06-30","Google","acquisition","Mobile","iOS","Japan","1000","6","1","12055.17","13260.69"
"TABOOLA_CAMP_024","2025-06-24","Taboola","acquisition","Mobile","Android","India","1000","13","2","260.97","156.58"
"META_CAMP_009","2025-07-04","Meta","acquisition","Mobile","Android","Japan","20000","294","46","7045.64","6693.36"
"GOOGLE_CAMP_014","2025-06-26","Google","acquisition","Mobile","iOS","Germany","1000","39","4","2538.17","2791.99"
"GOOGLE_CAMP_010","2025-06-22","Google","acquisition","Mobile","Android","Japan","20000","867","61","1291.88","1421.07"
"GOOGLE_CAMP_009","2025-06-20","Google","acquisition","Desktop","Desktop","Brazil","20000","548","21","1409.99","1550.99"
"GOOGLE_CAMP_047","2025-07-01","Google","acquisition","Desktop","Desktop","USA","8260","228","39","1017.7","1119.47"
"GOOGLE_CAMP_038","2025-06-14","Google","acquisition","Mobile","iOS","Japan","1506","40","1","6784.62","7463.08"
"GOOGLE_CAMP_001","2025-06-19","Google","acquisition","Mobile","Android","UK","2483","12","1","4264.54","4690.99"
"GOOGLE_CAMP_001","2025-06-21","Google","acquisition","Desktop","Desktop","Brazil","1000","23","5","4713.36","5184.7"
"META_CAMP_007","2025-06-17","Meta","acquisition","Mobile","Android","UK","1552","63","17","11582.94","11003.79"
"GOOGLE_CAMP_042","2025-07-08","Google","acquisition","Desktop","Desktop","Japan","1000","32","1","4181.58","4599.74"
"META_CAMP_025","2025-07-09","Meta","acquisition","Desktop","Desktop","UK","5188","207","25","765.65","727.37"
"GOOGLE_CAMP_048","2025-06-19","Google","acquisition","Mobile","Android","UK","9855","280","6","1265.4","1391.94"
"MOLOCO_CAMP_026","2025-07-10","Moloco","retargeting","Desktop","Desktop","India","20000","153","31","2547.28","2292.55"
"META_CAMP_020","2025-06-15","Meta","acquisition","Mobile","Android","Brazil","20000","557","146","3113.75","2958.06"
"META_CAMP_036","2025-06-22","Meta","acquisition","Mobile","Android","Germany","2367","86","17","15000.0","14250.0"
"META_CAMP_014","2025-06-12","Meta","acquisition","Desktop","Desktop","Germany","6294","271","48","2384.41","2265.19"
"AFFILIATE_CAMP_029","2025-06-13","Affiliate","acquisition","Mobile","iOS","Canada","3625","82","13","125.04","81.28"
"META_CAMP_011","2025-06-17","Meta","acquisition","Mobile","iOS","Japan","3104","75","20","1331.21","1264.65"
"GOOGLE_CAMP_015","2025-06-20","Google","acquisition","Desktop","Desktop","UK","5430","171","8","238.2","262.02"
"TIKTOK_CAMP_048","2025-06-26","TikTok","acquisition","Mobile","Android","India","18827","518","17","6991.32","9368.37"
"META_CAMP_009","2025-07-10","Meta","acquisition","Mobile","iOS","Canada","3039","51","4","15000.0","14250.0"
"META_CAMP_034","2025-07-06","Meta","acquisition","Mobile","Android","Japan","6228","79","5","15000.0","14250.0"
"GOOGLE_CAMP_019","2025-07-08","Google","acquisition","Mobile","Android","UK","1000","29","5","4340.29","4774.32"
"MOLOCO_CAMP_016","2025-07-02","Moloco","retargeting","Mobile","iOS","India","11862","418","26","3274.68","2947.21"
"GOOGLE_CAMP_045","2025-06-14","Google","acquisition","Mobile","Android","UK","1685","57","9","4179.61","4597.57"
"META_CAMP_032","2025-06-17","Meta","acquisition","Mobile","iOS","UK","7090","117","24","5501.41","5226.34"
"TABOOLA_CAMP_004","2025-06-23","Taboola","acquisition","Mobile","iOS","Canada","4481","89","22","1293.69","776.21"
"AFFILIATE_CAMP_007","2025-07-03","Affiliate","acquisition","Mobile","Android","India","1699","53","11","4337.41","2819.32"
"AFFILIATE_CAMP_048","2025-06-14","Affiliate","acquisition","Mobile","Android","Canada","4133","115","24","3006.69","1954.35"
"GOOGLE_CAMP_015","2025-06-18","Google","acquisition","Desktop","Desktop","Japan","13613","277","41","2143.71","2358.08"
"META_CAMP_004","2025-06-13","Meta","acquisition","Mobile","Android","Japan","7800","227","52","8000.25","7600.24"
"META_CAMP_007","2025-06-29","Meta","acquisition","Mobile","iOS","India","1010","16","2","2683.42","2549.25"
"META_CAMP_003","2025-06-27","Meta","acquisition","Mobile","Android","Brazil","5331","34","2","9254.78","8792.04"
"GOOGLE_CAMP_001","2025-06-22","Google","acquisition","Desktop","Desktop","USA","1000","18","1","335.37","368.91"
"AFFILIATE_CAMP_028","2025-07-09","Affiliate","acquisition","Mobile","Android","Japan","7652","294","81","285.68","185.69"
"TIKTOK_CAMP_039","2025-06-14","TikTok","acquisition","Mobile","iOS","Canada","5400","173","17","6038.28","8091.3"
"GOOGLE_CAMP_003","2025-06-18","Google","acquisition","Desktop","Desktop","USA","4938","118","32","1562.45","1718.7"
"GOOGLE_CAMP_048","2025-06-14","Google","acquisition","Mobile","iOS","USA","1113","44","6","3064.44","3370.88"
"GOOGLE_CAMP_024","2025-06-21","Google","acquisition","Mobile","iOS","Germany","3454","91","13","1522.06","1674.27"
"META_CAMP_036","2025-07-09","Meta","acquisition","Desktop","Desktop","Germany","6115","150","9","15000.0","14250.0"
"AFFILIATE_CAMP_004","2025-06-23","Affiliate","acquisition","Mobile","Android","India","15066","91","14","3754.08","2440.15"
"GOOGLE_CAMP_031","2025-06-18","Google","acquisition","Mobile","Android","Canada","18025","760","68","4454.88","4900.37"
"GOOGLE_CAMP_019","2025-06-19","Google","acquisition","Mobile","Android","India","6253","205","29","782.47","860.72"
"GOOGLE_CAMP_018","2025-07-12","Google","acquisition","Mobile","iOS","USA","20000","501","86","15000.0","16500.0"
"META_CAMP_011","2025-06-13","Meta","acquisition","Mobile","Android","Germany","4627","126","22","8408.84","7988.4"
"GOOGLE_CAMP_034","2025-07-06","Google","acquisition","Mobile","Android","Japan","2429","92","11","1585.49","1744.04"
"GOOGLE_CAMP_016","2025-06-16","Google","acquisition","Mobile","Android","UK","5830","132","27","12131.69","13344.86"
"GOOGLE_CAMP_002","2025-06-17","Google","acquisition","Desktop","Desktop","Japan","2242","86","10","349.57","384.53"
"GOOGLE_CAMP_024","2025-07-04","Google","acquisition","Desktop","Desktop","Germany","15657","433","53","2139.72","2353.69"
"TIKTOK_CAMP_009","2025-06-27","TikTok","acquisition","Mobile","Android","USA","1846","72","8","6385.96","8557.19"
"MOLOCO_CAMP_008","2025-06-24","Moloco","retargeting","Desktop","Desktop","USA","2488","104","17","12265.49","11038.94"
"GOOGLE_CAMP_042","2025-06-30","Google","acquisition","Mobile","Android","India","1980","17","4","3627.09","3989.8"
"GOOGLE_CAMP_044","2025-07-11","Google","acquisition","Mobile","Android","Canada","11914","132","15","9148.46","10063.31"
"GOOGLE_CAMP_017","2025-06-13","Google","acquisition","Mobile","iOS","Germany","8620","226","48","2243.87","2468.26"
"META_CAMP_021","2025-07-07","Meta","acquisition","Mobile","iOS","Germany","1000","49","9","1206.19","1145.88"
"GOOGLE_CAMP_003","2025-06-29","Google","acquisition","Desktop","Desktop","Germany","5138","98","15","3918.59","4310.45"
"GOOGLE_CAMP_012","2025-07-04","Google","acquisition","Mobile","Android","Canada","9443","375","103","1027.27","1130.0"
"AFFILIATE_CAMP_024","2025-07-04","Affiliate","acquisition","Mobile","Android","UK","1721","66","16","450.38","292.75"
"GOOGLE_CAMP_011","2025-07-06","Google","acquisition","Mobile","Android","Japan","2134","55","8","5425.28","5967.81"
"MOLOCO_CAMP_006","2025-06-22","Moloco","retargeting","Mobile","iOS","Brazil","7524","323","81","396.78","357.1"
"MOLOCO_CAMP_023","2025-06-14","Moloco","retargeting","Desktop","Desktop","USA","9732","323","16","2708.24","2437.42"
"GOOGLE_CAMP_048","2025-07-03","Google","acquisition","Mobile","iOS","Germany","10093","103","14","302.36","332.6"
"TABOOLA_CAMP_002","2025-06-26","Taboola","acquisition","Mobile","Android","USA","2791","128","10","114.64","68.78"
"MOLOCO_CAMP_047","2025-07-03","Moloco","retargeting","Mobile","iOS","Canada","1000","36","6","1978.63","1780.77"
"GOOGLE_CAMP_013","2025-06-13","Google","acquisition","Desktop","Desktop","USA","1335","34","8","3248.73","3573.6"
"GOOGLE_CAMP_024","2025-06-26","Google","acquisition","Desktop","Desktop","Brazil","1000","42","5","2234.02","2457.42"
"GOOGLE_CAMP_004","2025-06-15","Google","acquisition","Mobile","Android","India","4346","173","4","334.32","367.75"
"MOLOCO_CAMP_008","2025-07-06","Moloco","retargeting","Mobile","iOS","Canada","6542","324","82","2591.34","2332.21"
"GOOGLE_CAMP_032","2025-07-07","Google","acquisition","Mobile","Android","Germany","7857","338","61","3287.63","3616.39"
"AFFILIATE_CAMP_025","2025-06-14","Affiliate","acquisition","Desktop","Desktop","Canada","8669","399","21","1043.97","678.58"
"GOOGLE_CAMP_014","2025-06-22","Google","acquisition","Mobile","Android","Canada","2928","139","7","12696.7","13966.37"
"GOOGLE_CAMP_006","2025-06-26","Google","acquisition","Mobile","iOS","UK","20000","637","150","918.63","1010.49"
"AFFILIATE_CAMP_026","2025-06-22","Affiliate","acquisition","Mobile","Android","Japan","2559","81","20","11635.0","7562.75"
"AFFILIATE_CAMP_013","2025-06-23","Affiliate","acquisition","Mobile","iOS","Japan","17866","663","106","600.0","390.0"
"TIKTOK_CAMP_007","2025-06-16","TikTok","acquisition","Desktop","Desktop","Brazil","11235","455","57","805.24","1079.02"
"GOOGLE_CAMP_011","2025-06-23","Google","acquisition","Mobile","Android","Germany","9923","84","12","5643.13","6207.44"
"META_CAMP_041","2025-07-05","Meta","acquisition","Mobile","iOS","UK","2686","74","12","1167.98","1109.58"
"AFFILIATE_CAMP_038","2025-07-11","Affiliate","acquisition","Mobile","iOS","Canada","12074","350","14","7555.87","4911.32"
"GOOGLE_CAMP_034","2025-07-10","Google","acquisition","Mobile","iOS","Germany","5363","266","57","323.1","355.41"
"GOOGLE_CAMP_012","2025-06-28","Google","acquisition","Desktop","Desktop","Japan","6684","221","19","206.55","227.21"
"TIKTOK_CAMP_040","2025-06-18","TikTok","acquisition","Desktop","Desktop","Germany","7783","366","104","2904.48","3892.0"
"GOOGLE_CAMP_043","2025-07-07","Google","acquisition","Mobile","iOS","Japan","20000","131","6","2101.59","2311.75"
"MOLOCO_CAMP_049","2025-06-14","Moloco","retargeting","Mobile","Android","Brazil","3260","131","16","3035.55","2732.0"
"GOOGLE_CAMP_010","2025-06-30","Google","acquisition","Desktop","Desktop","India","13810","605","146","653.29","718.62"
"GOOGLE_CAMP_017","2025-07-11","Google","acquisition","Desktop","Desktop","India","1109","25","6","623.47","685.82"
"GOOGLE_CAMP_041","2025-07-02","Google","acquisition","Desktop","Desktop","Japan","5035","193","52","1954.09","2149.5"
"GOOGLE_CAMP_028","2025-06-19","Google","acquisition","Desktop","Desktop","Germany","17075","299","35","327.81","360.59"
"GOOGLE_CAMP_010","2025-06-23","Google","acquisition","Mobile","Android","UK","3908","93","21","1877.35","2065.08"
"GOOGLE_CAMP_035","2025-06-20","Google","acquisition","Desktop","Desktop","USA","5856","162","45","1534.03","1687.43"
"GOOGLE_CAMP_016","2025-07-01","Google","acquisition","Mobile","Android","Canada","8267","276","74","2524.69","2777.16"
"TABOOLA_CAMP_030","2025-06-23","Taboola","acquisition","Mobile","iOS","Brazil","20000","487","145","2938.07","1762.84"
"GOOGLE_CAMP_039","2025-06-26","Google","acquisition","Mobile","iOS","USA","2128","89","12","229.49","252.44"
"AFFILIATE_CAMP_039","2025-06-14","Affiliate","acquisition","Mobile","Android","India","1816","67","17","14054.85","9135.65"
"GOOGLE_CAMP_023","2025-06-25","Google","acquisition","Mobile","Android","UK","2254","82","17","10621.43","11683.57"
"TIKTOK_CAMP_026","2025-07-06","TikTok","acquisition","Desktop","Desktop","Canada","4090","151","5","11662.5","15627.75"
"MOLOCO_CAMP_030","2025-06-29","Moloco","retargeting","Mobile","Android","India","6650","215","55","6894.91","6205.42"
"AFFILIATE_CAMP_018","2025-07-03","Affiliate","acquisition","Mobile","Android","India","2560","37","4","53.28","34.63"
"TIKTOK_CAMP_005","2025-06-14","TikTok","acquisition","Mobile","iOS","Brazil","4454","174","35","5043.2","6757.89"
"META_CAMP_028","2025-07-12","Meta","acquisition","Desktop","Desktop","Germany","15065","481","28","6089.26","5784.8"
"TABOOLA_CAMP_031","2025-07-01","Taboola","acquisition","Mobile","Android","Japan","9335","335","27","67.18","40.31"
"GOOGLE_CAMP_034","2025-06-22","Google","acquisition","Desktop","Desktop","UK","16664","462","26","219.96","241.96"
"META_CAMP_032","2025-07-12","Meta","acquisition","Mobile","iOS","Japan","1000","9","2","2696.09","2561.29"
"GOOGLE_CAMP_048","2025-07-03","Google","acquisition","Mobile","Android","Germany","2481","119","18","4726.36","5199.0"
"TIKTOK_CAMP_033","2025-06-30","TikTok","acquisition","Mobile","Android","Japan","5576","145","26","10543.91","14128.84"
"GOOGLE_CAMP_034","2025-07-12","Google","acquisition","Mobile","Android","India","1000","49","2","87.89","96.68"
"MOLOCO_CAMP_025","2025-06-23","Moloco","retargeting","Mobile","Android","Japan","6215","302","36","4225.17","3802.65"
"GOOGLE_CAMP_028","2025-07-09","Google","acquisition","Mobile","Android","Japan","3140","122","25","438.16","481.98"
"GOOGLE_CAMP_010","2025-07-12","Google","acquisition","Desktop","Desktop","Brazil","4389","121","17","624.27","686.7"
"GOOGLE_CAMP_019","2025-07-03","Google","acquisition","Desktop","Desktop","Germany","8442","256","72","5049.45","5554.4"
"MOLOCO_CAMP_030","2025-06-24","Moloco","retargeting","Mobile","Android","Brazil","14131","73","6","2690.79","2421.71"
"AFFILIATE_CAMP_011","2025-06-25","Affiliate","acquisition","Mobile","Android","Japan","3879","173","38","2687.14","1746.64"
"GOOGLE_CAMP_002","2025-06-19","Google","acquisition","Desktop","Desktop","Canada","10496","60","14","151.18","166.3"
"TABOOLA_CAMP_041","2025-06-17","Taboola","acquisition","Mobile","iOS","Germany","15087","270","37","685.31","411.19"
"GOOGLE_CAMP_032","2025-07-04","Google","acquisition","Mobile","iOS","Brazil","1000","41","6","512.35","563.58"
"MOLOCO_CAMP_047","2025-06-25","Moloco","retargeting","Mobile","Android","UK","5985","260","61","1007.08","906.37"
"META_CAMP_017","2025-06-15","Meta","acquisition","Desktop","Desktop","India","3663","109","3","1063.89","1010.7"
"GOOGLE_CAMP_012","2025-06-19","Google","acquisition","Mobile","Android","Germany","5449","142","40","572.95","630.25"
"MOLOCO_CAMP_007","2025-06-19","Moloco","retargeting","Mobile","iOS","India","1089","13","1","8512.68","7661.41"
"MOLOCO_CAMP_010","2025-06-19","Moloco","retargeting","Mobile","Android","Germany","10098","473","56","1883.56","1695.2"
"GOOGLE_CAMP_009","2025-07-08","Google","acquisition","Mobile","Android","UK","11566","115","17","3244.39","3568.83"
"AFFILIATE_CAMP_028","2025-06-22","Affiliate","acquisition","Mobile","iOS","Germany","1917","23","6","1055.59","686.13"
"GOOGLE_CAMP_046","2025-07-01","Google","acquisition","Desktop","Desktop","Brazil","1083","46","12","3386.44","3725.08"
"GOOGLE_CAMP_006","2025-07-03","Google","acquisition","Mobile","iOS","India","1290","42","3","277.22","304.94"
"META_CAMP_050","2025-06-16","Meta","acquisition","Mobile","iOS","Brazil","4951","115","9","3934.49","3737.77"
"TIKTOK_CAMP_009","2025-06-21","TikTok","acquisition","Mobile","iOS","Japan","6334","101","21","5275.3","7068.9"
"GOOGLE_CAMP_001","2025-06-12","Google","acquisition","Mobile","iOS","Japan","6187","241","36","5269.65","5796.62"
"TIKTOK_CAMP_044","2025-06-20","TikTok","acquisition","Mobile","iOS","Canada","2527","108","20","1807.51","2422.06"
"GOOGLE_CAMP_031","2025-07-04","Google","acquisition","Mobile","Android","Germany","1000","29","7","2542.72","2796.99"
"TIKTOK_CAMP_015","2025-06-22","TikTok","acquisition","Mobile","Android","Brazil","4062","42","7","14344.37","19221.46"
"TIKTOK_CAMP_046","2025-07-02","TikTok","acquisition","Desktop","Desktop","Brazil","1600","36","6","2465.92","3304.33"
"GOOGLE_CAMP_046","2025-07-07","Google","acquisition","Desktop","Desktop","USA","3495","22","2","4081.13","4489.24"
"GOOGLE_CAMP_018","2025-06-19","Google","acquisition","Mobile","Android","Canada","4620","187","22","682.15","750.36"
"MOLOCO_CAMP_045","2025-06-15","Moloco","retargeting","Desktop","Desktop","USA","1245","59","16","1363.19","1226.87"
"AFFILIATE_CAMP_004","2025-06-20","Affiliate","acquisition","Mobile","iOS","Brazil","8012","372","31","1610.72","1046.97"
"AFFILIATE_CAMP_012","2025-06-24","Affiliate","acquisition","Mobile","Android","Germany","19874","341","67","4164.45","2706.89"
"TIKTOK_CAMP_018","2025-06-28","TikTok","acquisition","Mobile","Android","USA","6700","186","28","2735.22","3665.19"
"GOOGLE_CAMP_015","2025-06-13","Google","acquisition","Mobile","iOS","Canada","7913","344","27","1824.47","2006.92"
"MOLOCO_CAMP_027","2025-07-06","Moloco","retargeting","Mobile","Android","India","5044","202","31","58.43","52.59"
"TABOOLA_CAMP_041","2025-06-24","Taboola","acquisition","Mobile","Android","Canada","7272","152","3","1673.81","1004.29"
"TABOOLA_CAMP_042","2025-06-16","Taboola","acquisition","Desktop","Desktop","Germany","17148","331","49","482.93","289.76"
"MOLOCO_CAMP_008","2025-07-01","Moloco","retargeting","Desktop","Desktop","Canada","5624","224","10","14.81","13.33"
"MOLOCO_CAMP_016","2025-06-20","Moloco","retargeting","Desktop","Desktop","Japan","1663","59","6","5458.47","4912.62"
"GOOGLE_CAMP_045","2025-06-22","Google","acquisition","Mobile","Android","Japan","2584","59","15","2755.94","3031.53"
"GOOGLE_CAMP_004","2025-07-07","Google","acquisition","Mobile","Android","Japan","4963","230","58","2290.09","2519.1"
"GOOGLE_CAMP_018","2025-07-08","Google","acquisition","Mobile","Android","Germany","2246","88","11","656.91","722.6"
"GOOGLE_CAMP_022","2025-07-03","Google","acquisition","Desktop","Desktop","Canada","3711","131","30","5648.21","6213.03"
"GOOGLE_CAMP_021","2025-06-27","Google","acquisition","Mobile","Android","Brazil","2476","101","26","8636.47","9500.12"
"MOLOCO_CAMP_018","2025-07-05","Moloco","retargeting","Mobile","iOS","India","2107","84","13","5104.8","4594.32"
"GOOGLE_CAMP_045","2025-07-12","Google","acquisition","Mobile","iOS","Germany","5566","111","3","121.59","133.75"
"GOOGLE_CAMP_027","2025-07-11","Google","acquisition","Mobile","Android","Japan","6061","268","12","658.36","724.2"
"GOOGLE_CAMP_047","2025-07-12","Google","acquisition","Mobile","Android","Japan","14477","102","15","458.1","503.91"
"META_CAMP_030","2025-07-03","Meta","acquisition","Mobile","Android","Canada","4044","54","6","6264.11","5950.9"
"GOOGLE_CAMP_006","2025-06-28","Google","acquisition","Mobile","Android","Canada","1000","33","1","2004.0","2204.4"
"GOOGLE_CAMP_032","2025-06-13","Google","acquisition","Desktop","Desktop","Japan","4068","203","53","1530.95","1684.04"
"AFFILIATE_CAMP_005","2025-07-04","Affiliate","acquisition","Mobile","Android","Canada","1000","19","5","379.14","246.44"
"AFFILIATE_CAMP_012","2025-07-01","Affiliate","acquisition","Mobile","Android","UK","5100","166","13","5556.03","3611.42"
"GOOGLE_CAMP_049","2025-06-27","Google","acquisition","Mobile","iOS","Germany","3265","123","30","1608.59","1769.45"
"MOLOCO_CAMP_028","2025-07-11","Moloco","retargeting","Mobile","Android","India","6794","220","10","2448.42","2203.58"
"AFFILIATE_CAMP_013","2025-06-13","Affiliate","acquisition","Mobile","Android","Japan","4478","117","11","44.66","29.03"
"GOOGLE_CAMP_027","2025-06-15","Google","acquisition","Mobile","Android","Japan","3302","56","8","2014.78","2216.26"
"GOOGLE_CAMP_039","2025-07-08","Google","acquisition","Mobile","Android","Germany","1731","68","13","3051.19","3356.31"
"GOOGLE_CAMP_035","2025-07-02","Google","acquisition","Mobile","Android","Canada","1000","10","0","7859.4","8645.34"
"META_CAMP_004","2025-06-30","Meta","acquisition","Mobile","Android","USA","3336","85","25","1200.38","1140.36"
"GOOGLE_CAMP_030","2025-07-08","Google","acquisition","Mobile","Android","Brazil","5797","144","16","8376.11","9213.72"
"GOOGLE_CAMP_033","2025-06-18","Google","acquisition","Desktop","Desktop","Japan","13969","428","101","5117.18","5628.9"
"GOOGLE_CAMP_022","2025-07-01","Google","acquisition","Mobile","iOS","Japan","9466","311","61","2176.25","2393.88"
"GOOGLE_CAMP_008","2025-07-06","Google","acquisition","Desktop","Desktop","Germany","17235","504","105","8950.64","9845.7"
"GOOGLE_CAMP_012","2025-07-02","Google","acquisition","Mobile","iOS","Brazil","4271","164","20","910.6","1001.66"
"GOOGLE_CAMP_019","2025-07-03","Google","acquisition","Desktop","Desktop","Germany","10712","86","11","2403.27","2643.6"
"GOOGLE_CAMP_028","2025-06-21","Google","acquisition","Mobile","Android","UK","1787","14","2","2807.64","3088.4"
"GOOGLE_CAMP_010","2025-06-26","Google","acquisition","Mobile","iOS","Brazil","20000","731","180","1484.46","1632.91"
"AFFILIATE_CAMP_006","2025-06-20","Affiliate","acquisition","Mobile","Android","USA","1000","31","6","5736.48","3728.71"
"GOOGLE_CAMP_028","2025-07-08","Google","acquisition","Mobile","Android","UK","19141","821","46","3234.88","3558.37"
"AFFILIATE_CAMP_022","2025-06-18","Affiliate","acquisition","Desktop","Desktop","Brazil","10473","344","13","2701.49","1755.97"
"MOLOCO_CAMP_021","2025-07-07","Moloco","retargeting","Desktop","Desktop","Japan","6449","294","71","6792.05","6112.84"
"META_CAMP_049","2025-07-11","Meta","acquisition","Mobile","iOS","UK","1000","36","10","8106.91","7701.56"
"GOOGLE_CAMP_030","2025-07-09","Google","acquisition","Mobile","Android","Germany","5523","153","6","271.83","299.01"
"META_CAMP_006","2025-07-09","Meta","acquisition","Mobile","Android","Germany","7907","289","17","10558.33","10030.41"
"GOOGLE_CAMP_049","2025-06-18","Google","acquisition","Mobile","Android","Japan","2273","99","12","220.36","242.4"
"META_CAMP_029","2025-06-12","Meta","acquisition","Mobile","iOS","India","1000","48","9","4700.31","4465.29"
"GOOGLE_CAMP_044","2025-06-22","Google","acquisition","Mobile","Android","Canada","6122","203","52","1341.62","1475.78"
"MOLOCO_CAMP_021","2025-07-08","Moloco","retargeting","Mobile","Android","Japan","14972","733","141","2591.02","2331.92"
"META_CAMP_028","2025-06-21","Meta","acquisition","Mobile","iOS","Brazil","11654","191","9","532.67","506.04"
"GOOGLE_CAMP_020","2025-06-13","Google","acquisition","Mobile","Android","Japan","3273","32","3","1778.97","1956.87"
"MOLOCO_CAMP_030","2025-06-22","Moloco","retargeting","Desktop","Desktop","Japan","9439","468","38","4583.26","4124.93"
"AFFILIATE_CAMP_029","2025-06-30","Affiliate","acquisition","Mobile","Android","Japan","3184","101","15","182.25","118.46"
"GOOGLE_CAMP_003","2025-07-10","Google","acquisition","Mobile","Android","Japan","8592","202","42","1504.77","1655.25"
"GOOGLE_CAMP_035","2025-07-06","Google","acquisition","Mobile","iOS","UK","10527","459","26","5064.32","5570.75"
"GOOGLE_CAMP_033","2025-07-08","Google","acquisition","Mobile","iOS","India","11931","561","42","302.43","332.67"
"META_CAMP_013","2025-06-28","Meta","acquisition","Mobile","Android","UK","8117","370","59","4473.18","4249.52"
"GOOGLE_CAMP_032","2025-06-21","Google","acquisition","Mobile","Android","Japan","20000","842","128","4989.6","5488.56"
"AFFILIATE_CAMP_050","2025-06-25","Affiliate","acquisition","Desktop","Desktop","Brazil","9638","271","70","222.24","144.46"
"MOLOCO_CAMP_003","2025-06-28","Moloco","retargeting","Mobile","Android","Japan","1000","28","6","2651.64","2386.48"
"GOOGLE_CAMP_019","2025-06-29","Google","acquisition","Mobile","iOS","Brazil","3121","71","11","1073.39","1180.73"
"META_CAMP_011","2025-07-10","Meta","acquisition","Desktop","Desktop","Brazil","1000","5","1","3978.17","3779.26"
"GOOGLE_CAMP_027","2025-07-10","Google","acquisition","Mobile","Android","Germany","6210","108","4","2183.67","2402.04"
"GOOGLE_CAMP_003","2025-07-03","Google","acquisition","Mobile","Android","USA","1000","35","2","5405.83","5946.41"
"GOOGLE_CAMP_009","2025-06-12","Google","acquisition","Desktop","Desktop","Germany","1000","49","12","1310.99","1442.09"
"META_CAMP_008","2025-06-30","Meta","acquisition","Mobile","Android","Japan","9924","217","14","15000.0","14250.0"
"AFFILIATE_CAMP_029","2025-07-02","Affiliate","acquisition","Desktop","Desktop","Japan","1379","56","9","448.94","291.81"
"AFFILIATE_CAMP_015","2025-07-07","Affiliate","acquisition","Mobile","iOS","USA","7749","299","72","5584.87","3630.17"
